uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,is_tech_naics,is_tech_name,data_source
1250269-04-201-1113536,1250269-04-201,1113536,Maurice Carron,Mc2 Technologies LLC,2654 22nd Ave,San Francisco,CA,94116,2020-04-01T00:00:00.000,2020-04-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.478255, 37.738161]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,,,,,,False,True,DataSF
1250587-04-201-1113647,1250587-04-201,1113647,Elena Goodson,Hair By Elena,1538 Pacific Ave Ste 105,San Francisco,CA,94109,2020-03-01T00:00:00.000,2020-04-01T00:00:00.000,,,,,,,,False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.4206595, 37.795302]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-03-01T00:00:00.000,2020-03-01T00:00:00.000,,,,,,False,True,DataSF
1363315-06-241-0479718,1363315-06-241,0479718,Data 2.0 Inc,Data 2.0 Inc,2310 Chestnut St Apt 17,San Francisco,CA,94123,2013-05-20T00:00:00.000,2020-04-01T00:00:00.000,Po Box 2854,San Francisco,94126,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.441499, 37.800351]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1280948-06-211-1125686,1280948-06-211,1125686,Lisa Reither,Ldr Training,44 Newburg St,San Francisco,CA,94131,2020-01-31T00:00:00.000,2020-04-01T00:00:00.000,,,,,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Noe Valley,"{'type': 'Point', 'coordinates': [-122.43447, 37.746108]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-03-25T00:00:00.000,2022-03-25T00:00:00.000,,,,,,False,True,DataSF
1250175-04-201-1113514,1250175-04-201,1113514,Jesper Wind,Njord Ventures,717 Market St 100,San Francisco,CA,94103,2020-04-01T00:00:00.000,2020-04-01T00:00:00.000,45 Corte Real Apt 18,Greenbrae,94904,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4039555, 37.787022]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1256513-07-201-1116101,1256513-07-201,1116101,Al Haramain,Al Haramain,4626 Irving Street,San Francisco,CA,94122,2020-04-02T00:00:00.000,2020-04-02T00:00:00.000,,,,,,,,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.507694, 37.76247]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-04-02T00:00:00.000,2020-04-02T00:00:00.000,,,,,,False,True,DataSF
1321650-01-231-1025420,1321650-01-231,1025420,Jaime Hersh,Holistic Saige Healing,2411 Lupine Ct,Daly City,CA,94014,2007-01-26T00:00:00.000,2020-04-02T00:00:00.000,2411 Lupine Ct,Daly City,94014,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.424505, 37.707660984]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1249873-04-201-1113381,1249873-04-201,1113381,Bz Fish Inc,Sapporo Ramen And Sushi Izakaya,6900 Geary Blvd,San Francisco,CA,94121,2020-04-02T00:00:00.000,2020-04-02T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.493528, 37.779921]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1249904-04-201-1113394,1249904-04-201,1113394,Luis Pena,Maistro,3146 Anza St,San Francisco,CA,94121,2020-04-02T00:00:00.000,2020-04-02T00:00:00.000,,,,,,,,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.481918, 37.7784]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1259016-08-201-0464784,1259016-08-201,0464784,Seagate Technology,Seagate Technology,47488 Kato Rd,Fremont,CA,94538,2005-10-03T00:00:00.000,2020-04-03T00:00:00.000,47488 Kato Rd,Fremont,94538,CA,3100-3399 5600-5699,Multiple,Manufacturing; Administrative and Support Services,False,False,,,"{'type': 'Point', 'coordinates': [-121.930627004, 37.476652003]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1253593-06-201-1113826,1253593-06-201,1113826,"Big Bear Labs, Inc.",Butter Technologies,1 Letterman Dr C3500,San Francisco,CA,94129,2020-04-06T00:00:00.000,2020-04-06T00:00:00.000,1 Letterman Dr Ste C3500,San Francisco,94129,CA,5100-5199,Information,Information,False,False,2,Presidio,"{'type': 'Point', 'coordinates': [-122.449642182, 37.797965932]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-04-06T00:00:00.000,,,,,,False,True,DataSF
1250047-04-201-1113462,1250047-04-201,1113462,Taylor Paul,Happycry,2001 45th Ave,San Francisco,CA,94116,2020-04-06T00:00:00.000,2020-04-06T00:00:00.000,,,,,,,,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.5042515, 37.749096]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-08-31T00:00:00.000,2020-08-31T00:00:00.000,,,,,,False,True,DataSF
1257835-08-201-1116619,1257835-08-201,1116619,Sense Air LLC,Sense Air LLC,821 Sw Maplecrest Ct,Portland,OR,97219,2020-04-07T00:00:00.000,2020-04-07T00:00:00.000,1423 Dolores St,San Francisco,94110,CA,4200-4299,Wholesale Trade,Wholesale Trade,False,False,,,"{'type': 'Point', 'coordinates': [-122.687303984, 45.453290998]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2022-12-30T00:00:00.000,,,,,,False,True,DataSF
1250165-04-201-1113509,1250165-04-201,1113509,Yakiniku Shodai Corp,Yakiniku Shodai,1420 Market St,San Francisco,CA,94102,2020-04-08T00:00:00.000,2020-04-08T00:00:00.000,1420 Market St,San Francisco,94102,CA,7220-7229,Food Services,Food Services,False,False,6,Tenderloin,"{'type': 'Point', 'coordinates': [-122.418234, 37.776222]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,H26,"RESTAURANT - OVER 2,000 SQFT","RESTAURANT - OVER 2,000 SQFT",,Central Market,False,True,DataSF
1297251-02-221-1131946,1297251-02-221,1131946,Claimyr Inc,Claimyr Inc,535 Broderick St Apt 9,San Francisco,CA,94117,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,535 Broderick St San Francisco Unit 8,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4398835, 37.775259]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1297250-02-221-1131946,1297250-02-221,1131946,Claimyr Inc,Claimyr Inc,415 Mission St Fl 37-12,San Francisco,CA,94105,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,535 Broderick St San Francisco Unit 8,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.397111, 37.789938]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1309868-07-221-1136971,1309868-07-221,1136971,"Bryant Street Ventures, LLC","Bryant Street Ventures, LLC",2823 18th St,San Francisco,CA,94110,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,2823 18th St # Manager,San Francisco,94110,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.410503, 37.761615]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1250921-04-201-1113780,1250921-04-201,1113780,Joseph Curran,Sba Loan Aid,1934 Divisadero St,San Francisco,CA,94115,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,,,,,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.4400365, 37.787661]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,,,,,,False,True,DataSF
1250329-04-201-1113547,1250329-04-201,1113547,Juan Antonio Heredia,Antonio Heredia Painting And Maintenance Services,1836 Felton St,San Francisco,CA,94134,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,,,,,,,,False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.423049, 37.725417]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-08-21T00:00:00.000,2021-08-21T00:00:00.000,,,,,,False,True,DataSF
1276612-04-211-1089295,1276612-04-211,1089295,Trutech Energy Services Inc.,Trutech Energy Services Inc.,1485 Bayshore Blvd Ste 320v,San Francisco,CA,94124,2017-07-01T00:00:00.000,2020-04-13T00:00:00.000,7275 National Dr Ste A3,Livermore,94550,CA,,,,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.4006435, 37.725939]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1250509-04-201-1113618,1250509-04-201,1113618,Daniela Samboni,Janitechs,155 Hyde St 408,San Francisco,CA,94105,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,,,,,,,,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.4158895, 37.782351]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1250514-04-201-1105447,1250514-04-201,1105447,Claire-Marie Clevy,Claire-Marie Clevy,1772 Sanchez St,San Francisco,CA,94131,2019-08-01T00:00:00.000,2020-04-14T00:00:00.000,1772 Sanchez St,San Francisco,94131,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,8,Glen Park,"{'type': 'Point', 'coordinates': [-122.4290385, 37.740735]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1250735-04-201-1113703,1250735-04-201,1113703,Crown Global Biotech Inc,Crown Global Biotech Inc,355 1st St Ste 2703,San Francisco,CA,94105,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,,,,,,,,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.393655, 37.78704]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,,False,True,DataSF
1250651-04-201-1101378,1250651-04-201,1101378,Bay Mist Carpet Cleaning And Repair LLC,Bay Mist Carpet Cleaning And Repair LLC,1335 Folsom St Apt 308,San Francisco,CA,94103,2019-04-30T00:00:00.000,2020-04-16T00:00:00.000,,,,,,,,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4119295, 37.773189]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1253493-06-201-1114864,1253493-06-201,1114864,Balsa Inc.,Fancy Codename Inc.,1517 Shrader St,San Francisco,CA,94117,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,,,,,5100-5199,Information,Information,False,False,8,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.4508995, 37.76112]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-01-15T00:00:00.000,2020-10-26T00:00:00.000,,,,,,False,True,DataSF
1250705-04-201-1072987,1250705-04-201,1072987,"Aramark Uniform & Career Apparel Group, Inc",Aramark Dba Western First Aid,440 N Canal St,South San Francisco,CA,94080,2016-01-01T00:00:00.000,2020-04-17T00:00:00.000,2680 Palumbo Dr,Lexington,40509,KY,8100-8139,Certain Services,Certain Services,False,False,,,"{'type': 'Point', 'coordinates': [-122.415941964, 37.651624986]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1250666-04-201-1113680,1250666-04-201,1113680,Troy Viertel,Home Again Restoration,5370 2nd St,Rocklin,CA,95677,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.241189987, 38.789748004]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1250697-04-201-1113695,1250697-04-201,1113695,"Leon Media & Entertainment, Inc",Leon Media & Entertainment Inc,475 Sansome St Ste 730,San Francisco,CA,94111,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,,,,,5100-5199 5400-5499 5600-5699 7100-7199,Multiple,"Information; Professional, Scientific, and Technical Services; Administrative and Support Services; Arts, Entertainment, and Recreation",False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.401962, 37.794717]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,,,,,,False,True,DataSF
1258983-08-201-1117084,1258983-08-201,1117084,Mblm Entertainment,Mblm Entertainment,Castro Street,San Francisco,CA,94114,2020-04-20T00:00:00.000,2020-04-20T00:00:00.000,134 Cuvier St,San Francisco,94112,CA,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.43569, 37.767895]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1250882-04-201-1113762,1250882-04-201,1113762,Lainie Posecion,Lainie Posecion Psychologist Corp.,237 Kearny St Unit 171,San Francisco,CA,94108,2020-04-21T00:00:00.000,2020-04-21T00:00:00.000,,,,,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.404194, 37.790316]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-08-26T00:00:00.000,2021-08-26T00:00:00.000,,,,,,False,True,DataSF
1251276-04-201-1113926,1251276-04-201,1113926,Mary Williams-Greene,Lemon Tree On Appleton,20 Appleton Ave Bldg,San Francisco,CA,94110,2020-04-26T00:00:00.000,2020-04-26T00:00:00.000,,,,,7210-7219,Accommodations,Accommodations,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.423337, 37.738323]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,,,,,,False,True,DataSF
1251129-04-201-1113871,1251129-04-201,1113871,Robert Howard,"Robert Howard Painting, Inc.",152 San Francisco Blvd,San Anselmo,CA,94960,2020-04-27T00:00:00.000,2020-04-27T00:00:00.000,152 San Francisco Blvd,San Anselmo,94960,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.566221022, 37.984670982]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1262448-10-201-1113933,1262448-10-201,1113933,"Valan Enterprises, Inc","Sustainable Energy Solutions, Inc.",1640 Zapotec Dr,South Lake Tahoe,CA,96150,2020-04-29T00:00:00.000,2020-04-29T00:00:00.000,16765 Peace Valley Ln,Ramona,92065,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-119.996665036, 38.860727008]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1274816-04-211-0391825,1274816-04-211,0391825,Net App Inc,"Netapp, Inc.",565 Commercial St Ste 200,San Francisco,CA,94111,2013-05-31T00:00:00.000,2020-05-01T00:00:00.000,3060 Olsen Dr,San Jose,95128,CA,3100-3399,Manufacturing,Manufacturing,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.4026055, 37.794087]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1252022-05-201-1114233,1252022-05-201,1114233,"Ai4 Holding, Inc.","Ai4 Holding, Inc.","1 One Market, Spear Tower St Fl 36",San Francisco,CA,94105,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,,,,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.39474, 37.794384]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-12-30T00:00:00.000,2020-12-30T00:00:00.000,,,,,,False,True,DataSF
1251558-05-201-1114035,1251558-05-201,1114035,"Veca Electric & Technologies, LLC",Veca Electric & Technologies,5614 7th S Ave,Seattle,WA,98108,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,5614 7th Ave S,Seattle,98108,WA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.323254963, 47.552186985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1251370-05-201-1113954,1251370-05-201,1113954,Zayah Pettitt-Wood,Zayah's Property Maintenance,3749 Buchanan St 5252,San Francisco,CA,94123,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,8100-8139,Certain Services,Certain Services,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4336748, 37.804544764]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-11-02T00:00:00.000,2021-11-02T00:00:00.000,,,,,,False,True,DataSF
1257473-08-201-1115267,1257473-08-201,1115267,D Stop,Clapping Dinosaur Stop,6655 Clark Ave 683,Newark,CA,94560,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.029348976, 37.52934798]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-08-07T00:00:00.000,2020-08-07T00:00:00.000,,,,,,False,True,DataSF
1268176-01-211-1018179,1268176-01-211,1018179,Ogawa Haruko,Kaila Beauty,1410 Franklin St,San Francisco,CA,94109,2015-09-05T00:00:00.000,2020-05-01T00:00:00.000,1410 Franklin St 318 Unit,San Francisco,94109,CA,,,,False,False,2,Western Addition,"{'type': 'Point', 'coordinates': [-122.423346, 37.787679]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-05-01T00:00:00.000,,,,,,False,True,DataSF
1251540-05-201-1114026,1251540-05-201,1114026,"Leadertech Los Angeles, LLC","Leadertech Los Angeles, LLC",1285 28th Ave,San Francisco,CA,94122,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,4200-4299,Wholesale Trade,Wholesale Trade,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4870435, 37.763415]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-12-31T00:00:00.000,2020-12-31T00:00:00.000,,,,,,False,True,DataSF
1314139-09-221-0490115,1314139-09-221,0490115,Entangled Ventures LLC,"Entangled Ventures, LLC",2679 15th Ave,San Francisco,CA,94127,2014-04-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,,,,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.4713475, 37.738062]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-11-12T00:00:00.000,2024-11-12T00:00:00.000,,,,,,False,True,DataSF
1271082-03-211-1110035,1271082-03-211,1110035,Scott Haitsuka,Scott Haitsuka Psychotherapy,728 Alabama St,San Francisco,CA,94110,2020-01-01T00:00:00.000,2020-05-01T00:00:00.000,370 Wisconsin Ave Unit 101,Long Beach,90814,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4120375, 37.760031]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254758-07-201-1115364,1254758-07-201,1115364,Brynht Govea,Govea's Painting,2654 N Alice Way,Pinole,CA,94564,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,2654 N Alice Way,Pinole,94564,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.283300023, 38.005952005]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1251397-05-201-1113967,1251397-05-201,1113967,Cloud-Hidden Plants,Cloud-Hidden Plants,703 Columbus Ave,San Francisco,CA,94133,2020-05-01T00:00:00.000,2020-05-01T00:00:00.000,703 Columbus Ave,San Francisco,94133,CA,4400-4599,Retail Trade,Retail Trade,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.411817, 37.801233]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,North Beach,False,True,DataSF
1260246-09-201-1117560,1260246-09-201,1117560,Clint Scott,"Transpacific Building Maintenance, Inc.",1400 Coleman Ave Ste D16,Santa Clara,CA,95050,2019-05-29T00:00:00.000,2020-05-01T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.935839039, 37.357835005]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-05-29T00:00:00.000,2020-05-29T00:00:00.000,,,,,,False,True,DataSF
1251511-05-201-1108253,1251511-05-201,1108253,Data Driven Empathy LLC,Data Driven Empathy LLC,1519 La Salle Ave,San Francisco,CA,94124,2019-01-13T00:00:00.000,2020-05-04T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3873865, 37.735461]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-12-10T00:00:00.000,2020-12-10T00:00:00.000,,,,,,False,True,DataSF
