uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,business_corridor,location_end_date,dba_end_date
1382629-03-251-1167365,1382629-03-251,1167365,Katherine Mccullough,Katherine Mccullough,539 Waller St Apt A,San Francisco,CA,94117,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,539 Waller St Apt A,San Francisco,94117,CA,7210-7219,Accommodations,Accommodations,False,True,8,Haight Ashbury,"{'type': 'Point', 'coordinates': [-122.4325665, 37.770714]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382726-03-251-1167403,1382726-03-251,1167403,Lumina Holding LLC,Lumina Holding LLC,235 Oak Park Dr,San Francisco,CA,94131,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,235 Oak Park Dr,San Francisco,94131,CA,7210-7219,Accommodations,Accommodations,False,True,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.456844, 37.754757]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382636-03-251-1167368,1382636-03-251,1167368,Miawz Inc,Miawz Inc,11 Franklin St Unit 603,San Francisco,CA,94102,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,11 Franklin St Unit 603,San Francisco,94102,CA,5100-5199,Information,Information,False,False,6,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.420840606, 37.774456725]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382597-03-251-1167350,1382597-03-251,1167350,Vi Vo,Vi Vo,472034 Po Box,San Francisco,CA,94147,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,2055 Lombard St 472034,San Francisco,94147,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382657-03-251-1167378,1382657-03-251,1167378,"Den Sake Brewery, LLC","Den Sake Brewery, LLC",2885 Mariposa St,San Francisco,CA,94110,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,1468 25th St Unit 401,San Francisco,94107,CA,3100-3399 4200-4299 4400-4599,Multiple,Manufacturing; Wholesale Trade; Retail Trade,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4118575, 37.762758]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382642-03-251-1167371,1382642-03-251,1167371,Erika Milvy,254 San Jose Avenue,254 San Jose Ave,San Francisco,CA,94110,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,254 San Jose Ave,San Francisco,94110,CA,7210-7219,Accommodations,Accommodations,False,True,8,Mission,"{'type': 'Point', 'coordinates': [-122.4219375, 37.751139]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382668-03-251-1167383,1382668-03-251,1167383,Stephen Mosblech,Stephen Mosblech,1388 Haight St,San Francisco,CA,94117,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,1388 Haight St,San Francisco,94117,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,5,Haight Ashbury,"{'type': 'Point', 'coordinates': [-122.444982, 37.770426]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382638-03-251-1167369,1382638-03-251,1167369,Richard Mitchell,Richard Mitchell,158 Beaver St,San Francisco,CA,94114,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,158 Beaver St,San Francisco,94114,CA,7210-7219,Accommodations,Accommodations,False,True,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.436513, 37.765134]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382662-03-251-1167380,1382662-03-251,1167380,Bayline Construction Inc,Bayline Construction Inc,369 B 3rd St,San Rafael,CA,94901,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,369-B 3rd St Unit 610,San Rafael,94901,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.517194097, 37.970183533]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382612-03-251-1167355,1382612-03-251,1167355,"Emt Electric, Inc.","Emt Electric, Inc.",1282 Dupont Ct,Manteca,CA,95336,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,1282 Dupont Ct,Manteca,95336,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.195164621, 37.786429332]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382632-03-251-1167367,1382632-03-251,1167367,The Hornet Deli And Cafe,The Hornet Deli And Cafe,2901 Sacramento St,San Francisco,CA,94115,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,2901 Sacramento St,San Francisco,94115,CA,7220-7229,Food Services,Food Services,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.4408555, 37.788858]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382582-03-251-1167344,1382582-03-251,1167344,"Home Remodelers Design & Build, Inc.","420 Jonathan Ridge Dr.,Danville , 94506",420 Jonathan Ridge Dr,Danville,CA,94506,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,420 Jonathan Ridge Dr,Danville,94506,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.917710743, 37.79522438]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382646-03-251-1167373,1382646-03-251,1167373,"California University Of Business, Science & Technology Inc.","California College Of Business, Science & Technology",50 California St Ste 1500,San Francisco,CA,94111,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,20813 Sarahills Dr,Saratoga,95070,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.397363, 37.79406]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382583-03-251-1167344,1382583-03-251,1167344,"Home Remodelers Design & Build, Inc.","Home Remodelers Design & Build, Inc.",420 Jonathan Ridge Dr,Danville,CA,94506,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,420 Jonathan Ridge Dr,Danville,94506,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.917710743, 37.79522438]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382624-03-251-1167363,1382624-03-251,1167363,Pacific Point Acupuncture & Wellness Inc.,Pacific Point Acupuncture & Wellness,548 Castro St Ste 2111,San Francisco,CA,94114,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,548 Castro St Ste 2111,San Francisco,94114,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.435298, 37.760067]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Market/Castro,,
1382590-03-251-1167347,1382590-03-251,1167347,Victor Paniagua,Vp Handyman,1542 Giaramita St,Richmond,CA,94801,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,1542 Giaramita St,Richmond,94801,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.363124323, 37.955598895]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382593-03-251-1167348,1382593-03-251,1167348,Dubara LLC,Dubara LLC,494 B W Sunnyoaks Ave Unit B,Campbell,CA,95008,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,494b W Sunnyoaks Ave Unit B,Campbell,95008,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-121.958587608, 37.27150421]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382666-03-251-1167382,1382666-03-251,1167382,Yes Electrolysis LLC,Yes Electrolysis,582 Market St Ste 1509,San Francisco,CA,94104,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,582 Market St Ste 1509,San Francisco,94104,CA,,,,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4016245, 37.789533]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382630-03-251-1167366,1382630-03-251,1167366,City Clouds Souvenirs LLC,Sf Mini Market,841 Columbus Ave,San Francisco,CA,94133,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,841 Columbus Ave,San Francisco,94133,CA,4400-4599,Retail Trade,Retail Trade,False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.413491, 37.802385]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382594-03-251-1167349,1382594-03-251,1167349,Tours By Lily,Tours By Lily,937 Capp St,San Francisco,CA,94110,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,937 Capp St,San Francisco,94110,CA,7210-7219,Accommodations,Accommodations,False,True,9,Mission,"{'type': 'Point', 'coordinates': [-122.4169965, 37.751652]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382541-03-251-1167327,1382541-03-251,1167327,Liminal Action LLC,Liminal Action LLC,548 Market St,San Francisco,CA,94104,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,548 Market St,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4007965, 37.790064]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382854-03-251-1167452,1382854-03-251,1167452,Tailwinds Advisory,Tailwinds,625 Scott St Apt 107,San Francisco,CA,94117,2025-03-03T00:00:00.000,2025-03-04T00:00:00.000,625 Scott St Apt 107,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4365085, 37.775547]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382768-03-251-1167420,1382768-03-251,1167420,Finest City Registration SF,Finest City Registration SF,2409 19th Ave Ste A6,San Francisco,CA,94116,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,2409 19th Ave Ste A6,San Francisco,94116,CA,4400-4599,Retail Trade,Retail Trade,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.475753874, 37.74283838]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382568-03-251-1167338,1382568-03-251,1167338,Maan Plumbing Inc,Maan Plumbing Inc,707 Santa Paula Ave,Sunnyvale,CA,94085,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,707 Santa Paula Ave,Sunnyvale,94085,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.006522707, 37.390089784]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382558-03-251-1167335,1382558-03-251,1167335,Golden State Power Co. LLC,Golden State Power Co. LLC,5951 Via Casitas,Carmichael,CA,95608,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,5951 Via Casitas,Sacramento,95608,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.32560296, 38.669856362]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382532-03-251-1167323,1382532-03-251,1167323,Secured Kompass Consultants LLC,Secured Kompass Consultants LLC,880 Franklin St Apt 311,San Francisco,CA,94102,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,880 Franklin St Apt 311,San Francisco,94102,CA,5400-5499 5600-5699 6100-6299,Multiple,"Professional, Scientific, and Technical Services; Administrative and Support Services; Private Education and Health Services",False,False,2,Western Addition,"{'type': 'Point', 'coordinates': [-122.4220545, 37.782477]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382614-03-251-1167356,1382614-03-251,1167356,Software Information Resource Corp,Sirc,730 24th Nw St Ste 3,Washington,DC,20037,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,730 24th St Nw Ste 3,Washington,20037,DC,5100-5199,Information,Information,False,False,,,"{'type': 'Point', 'coordinates': [-77.051735426, 38.899124674]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382518-03-251-1167314,1382518-03-251,1167314,Legacy Insulation Inc,Legacy Insulation Inc,5634 Pirrone Rd,Salida,CA,95368,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,5634 Pirrone Rd,Salida,95368,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.095253341, 37.720217788]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382543-03-251-1167328,1382543-03-251,1167328,Jose Lara,Jose Lara,3593 Mission St Apt 1,San Francisco,CA,94110,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,3593 Mission St Apt 1,San Francisco,94110,CA,2300-2399,Construction,Construction,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.4235935, 37.739088]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Mission Street,,
1382506-03-251-1167310,1382506-03-251,1167310,Saul E Agustin,S Agustin Construction,117 Elna Dr,Vallejo,CA,94591,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,117 Elna Dr,Vallejo,94591,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.222329137, 38.11458717]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382570-03-251-1167339,1382570-03-251,1167339,Joshua Abreght,Joshua Abreght,1629 Market St Unit 322,San Francisco,CA,94103,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1629 Market St Unit 322,San Francisco,94103,CA,4400-4599,Retail Trade,Retail Trade,False,False,6,Mission,"{'type': 'Point', 'coordinates': [-122.4204525, 37.773648]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382522-03-251-1167317,1382522-03-251,1167317,Cheezys Artisan Pizza LLC,Cheezy's Artisan Pizza,945 Market St Ste 102,San Francisco,CA,94103,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,810 Oak Grove Rd Apt 110,Concord,94518,CA,7220-7229,Food Services,Food Services,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4087885, 37.782891]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Central Market,,
1382548-03-251-1167330,1382548-03-251,1167330,Joy Gallery S & S LLC,Joy Gallery S & S LLC,4921 3rd St,San Francisco,CA,94124,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,4921 3rd St,San Francisco,94124,CA,4400-4599,Retail Trade,Retail Trade,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.39082, 37.733544]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Third Street,,
1382560-03-251-1167336,1382560-03-251,1167336,The Natural LLC,The Natural LLC,358 Brannan St,San Francisco,CA,94107,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,358 Brannan St,San Francisco,94107,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.393655, 37.780938]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382556-03-251-1167334,1382556-03-251,1167334,"Calvada Surveying, Inc.","Calvada Surveying, Inc.",411 Jenks Cir Ste 205,Corona,CA,92878,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,411 Jenks Cir Ste 205,Corona,92878,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.593503156, 33.892130271]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382793-03-251-1167430,1382793-03-251,1167430,I Love You Mark LLC,I Love You Mark LLC,1819 Polk St Apt 131,San Francisco,CA,94109,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1819 Polk St Apt 131,San Francisco,94109,CA,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.4216, 37.793583]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Middle Polk,,
1382511-03-251-1167312,1382511-03-251,1167312,Bay Subs & Deli LLC,Bay Subs & Deli,2486 Sacramento St,San Francisco,CA,94115,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,2486 Sacramento St,San Francisco,94115,CA,7220-7229,Food Services,Food Services,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.43375, 37.789983]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382773-03-251-1167421,1382773-03-251,1167421,Funkyonunion LLC,Funkyonunion,1851 Union St,San Francisco,CA,94123,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1851 Union St,San Francisco,94123,CA,7220-7229,Food Services,Food Services,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4297585, 37.797534]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Union Street,,
1382696-03-251-1167394,1382696-03-251,1167394,North Coast Tile & Stone Inc.,North Coast Tile & Stone Inc.,170 Belgrave Ave,San Francisco,CA,94117,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,3854 Santa Rosa Ave,Santa Rosa,95407,CA,2300-2399,Construction,Construction,False,False,8,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.451039, 37.75977]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382530-03-251-1167322,1382530-03-251,1167322,Paul Kniha Construction,Paul Kniha Construction,2627 Nicol Ave,Oakland,CA,94602,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,2627 Nicol Ave,Oakland,94602,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.220009781, 37.794727123]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382510-03-251-1167311,1382510-03-251,1167311,Comfort Home Heating & Air,Comfort Home Heating & Air,1736 California Ave,San Pablo,CA,94806,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1736 California Ave #,San Pablo,94806,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.352177809, 37.953207832]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382460-03-251-1167291,1382460-03-251,1167291,Cleanplay Inc,Cleanplay,9 Mesa St Ste 201,San Francisco,CA,94129,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,9 Mesa St Ste 201,San Francisco,94129,CA,,,,False,False,2,Presidio,"{'type': 'Point', 'coordinates': [-122.455145731, 37.801016095]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382764-03-251-1167418,1382764-03-251,1167418,"A & E Janitorial Services, LLC","A & E Janitorial Services, LLC",1803 Folsom St Apt 10,San Francisco,CA,94103,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1803 Folsom St Apt 10,San Francisco,94103,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4153405, 37.768401]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382758-03-251-1167415,1382758-03-251,1167415,Good Old Fun LLC,Good Old Fun LLC,3051 Po Box,Brandon,FL,33509,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,3051 Po Box,Brandon,33509,FL,6100-6299 7100-7199,Multiple,"Private Education and Health Services; Arts, Entertainment, and Recreation",False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382967-03-251-1167503,1382967-03-251,1167503,Amalia Gonzalez,Leopard Chamber,1436 Revere Ave,San Francisco,CA,94124,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,1436 Revere Ave,San Francisco,94124,CA,7210-7219,Accommodations,Accommodations,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3869725, 37.73016]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382528-03-251-1167321,1382528-03-251,1167321,Makayla Scott,Makayla Scott,342 Teddy Ave,San Francisco,CA,94134,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,342 Teddy Ave,San Francisco,94134,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.4094635, 37.715625]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382575-03-251-1167341,1382575-03-251,1167341,Wkb Fragrances LLC,Kosui,500 Folsom St Unit 290,San Francisco,CA,94105,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,500 Folsom St Unit 2902,San Francisco,94105,CA,4400-4599,Retail Trade,Retail Trade,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.394601005, 37.787256339]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382550-03-251-1167331,1382550-03-251,1167331,Kwan S. Kong,Kwan S. Kong,2 Corte Dorado,Millbrae,CA,94030,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,2 Corte Dorado,Millbrae,94030,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,"{'type': 'Point', 'coordinates': [-122.401278411, 37.594578465]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382500-03-251-1167307,1382500-03-251,1167307,Timely Fire Protection,Timely Fire Protection,765 Montague Expy Apt 195,Milpitas,CA,95035,2025-03-03T00:00:00.000,2025-03-03T00:00:00.000,765 Montague Expy Apt 195,Milpitas,95035,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.891045394, 37.411505127]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
