ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
0396234-02-001,0396234,Michael H Yancey Trust & Etal,Balmoral Hotel North #3,640 Clay St,San Francisco,CA,94111,2014-02-25T00:00:00.000,2014-02-25T00:00:00.000,,540 Pacific Ave,San Francisco,94133,CA,7210-7219,Accommodations,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,
1189745-05-181,1088284,Joe E Bourque,Joe Bourque,30 Wayne Place Apt 30,San Francisco,CA,94133,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,2019-05-06T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2019-05-06T00:00:00.000,
1071764-05-161,1034976,1030 Washington Apt 3,1030 Washington Apt 3,1030 Washington St Apt 3,San Francisco,CA,94108,2016-05-20T00:00:00.000,2016-05-20T00:00:00.000,2018-04-20T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2018-04-20T00:00:00.000,
0363077-01-001,0363077,Battery & Clay Associates LLC,Club Quarters In San Francisco,424 Clay St,San Francisco,CA,94109,2003-02-01T00:00:00.000,2003-02-01T00:00:00.000,2016-02-10T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
1134514-01-171,1064661,Trenton Management LLC,Trenton,125 Trenton St Unit 3,San Francisco,CA,94133,2017-01-30T00:00:00.000,2017-01-30T00:00:00.000,2018-06-01T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2018-06-01T00:00:00.000,
1107511-08-161,1051524,Roy Ouyeung,Roy Ouyeung,730 Broadway S St Unit 11,San Francisco,CA,91801,2016-08-02T00:00:00.000,2016-08-02T00:00:00.000,2021-06-30T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2021-06-30T00:00:00.000,Chinatown
1231289-08-191,1080289,Alice Jaffe,Alice Jaffe,640 Clay St,San Francisco,CA,94108,2017-09-01T00:00:00.000,2019-08-16T00:00:00.000,,1035 Bush St 7 Apt,San Francisco,94109,CA,7210-7219,Accommodations,False,True,,,3,Chinatown,,
1130049-12-161,1062427,Rebecca Tseng,Rebecca Tseng,927 Pacific Ave,San Francisco,CA,94133,2016-12-01T00:00:00.000,2016-12-01T00:00:00.000,2017-05-31T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2017-05-31T00:00:00.000,
0036500-01-001,0036500,Nam Ping Benevolent Assn,Nam Ping Benevolent Assn,721 Clay St,San Francisco,CA,94108,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,950 Stockton St Ste 403,San Francisco,94108,CA,7210-7219,Accommodations,False,True,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1181584-03-181,0365308,Coe Alan F,Ac,535 Columbus Ave Apt 33,San Francisco,CA,94133,2003-03-16T00:00:00.000,2018-03-08T00:00:00.000,2018-03-08T00:00:00.000,,,,,7210-7219,Accommodations,False,False,,,3,Chinatown,2019-12-31T00:00:00.000,North Beach
1027120-04-151,1013077,Claussen James,912 Powell St Apts,912 Powell St,San Francisco,CA,94108,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,1517 N Point St # 475,San Francisco,94123,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
1124663-10-161,0484966,Giant Recruiting LLC,Giant Recruiting LLC,576 Sacramento St 3rd Flr,San Francisco,CA,94111,2013-02-14T00:00:00.000,2015-08-28T00:00:00.000,,3627 Divisadero St,San Francisco,94123,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
1064042-04-161,1031382,Corbett Sara Ruth,Sara Ruth Corbett,23 Card Aly Unit A,San Francisco,CA,94133,2016-04-21T00:00:00.000,2016-04-21T00:00:00.000,,23 Card Aly Unit A,San Francisco,94133,CA,7210-7219,Accommodations,False,True,,,3,Chinatown,,
1027254-05-151,0415976,Yee Nelson Trust,Nelson Yee Trust,716 Pacific Ave,San Francisco,CA,94133,2007-04-01T00:00:00.000,2007-04-01T00:00:00.000,,408 Ulloa St,San Francisco,94127,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,Chinatown
1285984-09-211,1127641,Htlv Sf Trs LLC,Main Kitchen,333 Battery St,San Francisco,CA,94111,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,,433 Clay St,San Francisco,94111,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
0304355-01-001,0304355,Shaikh Adil N.,A N S Enterprises,1656 Powell St,San Francisco,CA,94133,1997-01-01T00:00:00.000,1997-01-01T00:00:00.000,2018-03-31T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,North Beach
1082159-07-161,1039301,Ng William And Victoria,111 Trenton Street Apts,111 Trenton St,San Francisco,CA,94133,2016-07-01T00:00:00.000,2016-07-01T00:00:00.000,,6880 Sherwick Dr,Berkeley,94705,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
1248481-03-201,1112765,Robert Chew,Huaan International Investment Company,835 Clay St Ste 202,San Francisco,CA,94108,2020-03-09T00:00:00.000,2020-03-09T00:00:00.000,,12 Wakefield Ct,Belmont,94002,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,Chinatown
0105571-01-001,0105571,Lee Wen Kan & Ai Yueh,1854-1862 Mason Bldg,1854 Mason St,San Francisco,CA,94133,1976-02-13T00:00:00.000,1976-02-13T00:00:00.000,,1989 Ensign Way,San Jose,95133,CA,7210-7219,Accommodations,False,False,,,3,Chinatown,,
1038232-08-151,1017673,Sagip Consultants LLC,Sagip Consultants LLC,505 Sansome St Ste 850,San Francisco,CA,94111,2015-08-31T00:00:00.000,2015-08-31T00:00:00.000,2022-12-28T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2023-05-11T00:00:00.000,
1280254-06-211,1125424,Hemlock Printers (Usa) Inc.,Hemlock Printers (Usa) Inc.,595 Pacific Ave Floor4,San Francisco,CA,94133,2021-06-15T00:00:00.000,2021-06-15T00:00:00.000,,2815 Elliott Ave Ste 100,Seattle,98121,WA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1334527-06-231,1147294,Qiuyan Huang And Jian Yao,Yao Acupuncture Clinic,820 Stockton St,San Francisco,CA,94108,2023-06-01T00:00:00.000,2023-06-01T00:00:00.000,,820 Stockton St,San Francisco,94108,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1191804-06-181,0448935,The Salvation Army,The Salvation Army,1450 Powell St Bldg,San Francisco,CA,94133,1989-01-01T00:00:00.000,1989-01-01T00:00:00.000,,832 Folsom St Fl 6,San Francisco,94107,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1369651-08-241,1161795,"Nuvolum, Inc.","Nuvolum, Inc.",435 Pacific Ave Ste 400,San Francisco,CA,94133,2022-02-15T00:00:00.000,2022-02-15T00:00:00.000,,435 Pacific Ave Ste 400,San Francisco,94133,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1010702-10-141,0077021,Abm Industries Inc,Abm Engineering Services Company,601 Montgomery St,San Francisco,CA,94111,1970-10-01T00:00:00.000,2014-01-01T00:00:00.000,,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1208087-12-181,1018565,Tung Sen Association,Tung Sen Association,1129 Stockton St,San Francisco,CA,94133,2005-01-01T00:00:00.000,2018-07-23T00:00:00.000,,1129 Stockton St,San Francisco,94133,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1358791-04-241,1120053,Wai-Hong Cheng,Procohome Construction,950 Grant Ave,San Francisco,CA,94108,2021-01-04T00:00:00.000,2024-04-22T00:00:00.000,,Po Box 417,Millbrae,94108,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1228127-07-191,1028839,Redhorse Corporation,Redhorse Corporation,600 California St Fl 11,San Francisco,CA,94105,2015-07-01T00:00:00.000,2015-07-01T00:00:00.000,2019-06-30T00:00:00.000,1777 N Kent St Ste 1200,Arlington,22209,VA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1119898-09-161,0937051,Cibt Inc,Travisa Visa Service,555 Montgomery St #700,San Francisco,CA,94111,1994-08-01T00:00:00.000,2016-09-15T00:00:00.000,,1600 International Dr Ste 600,Mclean,22102,VA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1058286-03-161,1028604,Cheap English Chinese Espanol Fun,Cheap English Chinese Espanol Fun,805 Stockton St,San Francisco,CA,94108,2016-03-10T00:00:00.000,2016-03-10T00:00:00.000,2016-03-10T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2016-03-10T00:00:00.000,Chinatown
0469271-01-001,0469271,Marketlab Research Inc Dba Foc,Focus Pointe Global,450 Sansome St Fl 8,San Francisco,CA,94111,2005-05-01T00:00:00.000,2005-05-01T00:00:00.000,,Po Box 501687,Atlanta,31150,GA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0334470-01-001,0334470,Brannan Management Company Inc,Brannan Management Company Inc,633 Battery St Bsmt 92,San Francisco,CA,94111,1995-06-14T00:00:00.000,1995-06-14T00:00:00.000,,633 Battery St,San Francisco,94111,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1014758-12-141,0077021,Abm Industries Inc,Abm Onsite Services-West Inc,655 Montgomery St,San Francisco,CA,94111,1970-10-01T00:00:00.000,1970-10-01T00:00:00.000,2017-11-14T00:00:00.000,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1211580-01-191,0391782,Glocap Temp LLC,Glocap Temp LLC,650 California St Floor 7,San Francisco,CA,94108,2005-07-01T00:00:00.000,2018-10-01T00:00:00.000,,20 W 33rd St 4 Fl,New York,10001,NY,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1155206-07-171,1073706,Mingwei Wu,W&J Service,910 Stockton St Unit 10,San Francisco,CA,94108,2017-07-20T00:00:00.000,2017-07-20T00:00:00.000,,130 Stoneridge Ln # 1104,San Francisco,94134,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1208747-01-191,1096424,"Clements Tree Service, Inc.","Jackson Square Investors, LLC, C/O Alhouse Deaton Mgt And Leasing, Inc.",900 Kearny St,San Francisco,CA,94105,2019-01-02T00:00:00.000,2019-01-02T00:00:00.000,2019-08-14T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2020-01-01T00:00:00.000,Chinatown
0418965-04-001,0418965,1life Healthcare,1life Healthcare,559 Clay St 2nd Flr,San Francisco,CA,94111,2007-01-01T00:00:00.000,2013-01-01T00:00:00.000,2013-01-01T00:00:00.000,1 Embarcadero Ctr Ste 1900,San Francisco,94111,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1296393-01-221,1131595,Kindred Concepts Inc.,Kindred Concepts Inc.,595 Pacific Ave Fl 4,San Francisco,CA,94133,2021-04-07T00:00:00.000,2021-04-07T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1164215-10-171,1077558,Gobi Treehouse Inc,Gobi Treehouse Inc,730 Commercial St,San Francisco,CA,94108,2017-07-01T00:00:00.000,2017-07-01T00:00:00.000,2022-06-29T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,Chinatown
1218294-04-191,1100557,Caroline Grenot,Caroline Grenot Investigations,1435 Stockton St Ste B4,San Francisco,CA,94133,2019-04-01T00:00:00.000,2019-04-01T00:00:00.000,2019-07-15T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,
1014289-12-141,0077021,Abm Industries Inc,Ampco System Parking Inc,835 Jackson St,San Francisco,CA,94133,1970-10-01T00:00:00.000,2014-01-01T00:00:00.000,2017-08-01T00:00:00.000,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0326479-04-001,0326479,Randstad Us Lp,Randstad Us Lp,601 Montgomery St Ste 710,San Francisco,CA,94111,2011-01-01T00:00:00.000,2013-05-01T00:00:00.000,,150 Presidential Way 3rd Fl,Woburn,01801,MA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0482705-01-001,0482705,Fpl Corporate Services LLC,Fpl Corporate Services LLC,505 Montgomery St Fl 11,San Francisco,CA,94111,2013-06-01T00:00:00.000,2013-06-01T00:00:00.000,2018-06-29T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2024-01-17T00:00:00.000,
1014754-12-141,0077021,Abm Industries Inc,Abm Onsite Services-West Inc,601 Montgomery St,San Francisco,CA,94111,1970-10-01T00:00:00.000,1970-10-01T00:00:00.000,,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0484177-01-001,0484177,Cui Shunhua,Sc & Associates,833 Washington St #3f,San Francisco,CA,94108,2013-10-15T00:00:00.000,2013-10-15T00:00:00.000,2022-12-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-12-31T00:00:00.000,Chinatown
1014742-12-141,0077021,Abm Industries Inc,Abm Onsite Services-West Inc,600 Montgomery St,San Francisco,CA,94111,1970-10-01T00:00:00.000,1970-10-01T00:00:00.000,,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1190404-05-181,0481922,A100 Us LLC,A100 Us LLC,475 Sansome St,San Francisco,CA,94111,2010-07-23T00:00:00.000,2018-01-01T00:00:00.000,2020-12-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2020-12-31T00:00:00.000,
1179923-02-181,1083996,Albers Hoa Consulting LLC,Albers Hoa Consulting LLC,961 Pacific Ave,San Francisco,CA,94133,2018-01-01T00:00:00.000,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2018-12-31T00:00:00.000,
1166341-11-171,1078580,"Chariot Campaigns, Inc","Chariot Campaign, Inc.",650 California St 7109,San Francisco,CA,94108,2017-06-01T00:00:00.000,2017-07-01T00:00:00.000,2022-06-15T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-06-15T00:00:00.000,Chinatown
1379228-01-251,1165928,Ruben Roncancio Callejas,Mattking Cleaning Services,760 Stockton St Apt 1,San Francisco,CA,94108,2025-01-28T00:00:00.000,2025-01-28T00:00:00.000,,760 Stockton St Apt 1,San Francisco,94108,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1078747-06-161,0461723,Branding Science Int'l LLC,Branding Science Int'l LLC,408 Jackson St,San Francisco,CA,94111,2010-08-01T00:00:00.000,2015-01-05T00:00:00.000,,149 New Montgomery St # 564ste,San Francisco,94105,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1158388-08-171,1074890,Bizodo Inc,Seamlessdocs,415 415 Jackson St Ste B,San Fransico,CA,94111,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2022-06-29T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,
1359764-05-241,1157980,Wonderland Sweets LLC,Wonderland Sweets LLC,595 Pacific Ave Fl 4,San Francisco,CA,94133,2024-01-08T00:00:00.000,2024-01-08T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0419911-01-001,0419911,Ark Thipphavone,Law Office Of Thipphavone Ark,405 Sansome St #400,San Francisco,CA,94111,2007-07-17T00:00:00.000,2010-07-30T00:00:00.000,,45 Belden Pl Fl 2,San Francisco,94104,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1147312-05-171,1070588,"Mayvenn, Inc.","Mayvenn, Inc.",424 Clay Rm Ll,San Francisco,CA,94111,2015-08-24T00:00:00.000,2015-08-24T00:00:00.000,2017-07-14T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2017-07-14T00:00:00.000,
1139603-03-171,0486873,Amazon Technologies Inc,"Amazon Technologies, Inc.",475 Sansome St,San Franciso,CA,94111,2013-12-12T00:00:00.000,2017-03-01T00:00:00.000,2017-12-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,
0434118-01-001,0434118,Thoma Bravo Lp,Thoma Bravo LLC,600 Montgomery St,San Francisco,CA,94111,2008-10-01T00:00:00.000,2008-10-01T00:00:00.000,2023-02-25T00:00:00.000,110 N Wacker Dr Fl 32,Chicago,60606,IL,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1147203-05-171,1013807,Calink Gateway Business Management LLC,Calink Gateway Business Management LLC,950 Stockton St Ste 405,San Francisco,CA,94108,2015-05-20T00:00:00.000,2015-05-20T00:00:00.000,2019-10-01T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2019-10-01T00:00:00.000,Chinatown
1061616-04-161,1030247,Poultri Suite,Poultri Suite,"424 Clay Street, Lower Level",San Francisco,CA,94111,2016-04-11T00:00:00.000,2016-04-11T00:00:00.000,2019-06-30T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2019-06-30T00:00:00.000,
1059490-03-161,1029213,"Sf-Pv, LLC","Sf-Pv, LLC",655 Montgomery St Ste 1210,San Francisco,CA,94111,2015-07-23T00:00:00.000,2015-07-23T00:00:00.000,,750 Battery St Fl 7,San Francisco,94111,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1206420-11-181,1095382,"Red Angels Group, Inc.",No Stopping Zone,1354 Powell St Apt 326,San Francisco,CA,94133,2018-11-28T00:00:00.000,2018-11-28T00:00:00.000,2024-06-30T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2024-06-30T00:00:00.000,
1082600-07-161,1039461,"Aki, Inc. D/B/A Arcade Marketing",Arcade Beauty,414 Jackson St Ste 302,San Francisco,CA,94111,2006-01-01T00:00:00.000,2006-01-01T00:00:00.000,2020-03-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,
0369609-02-001,0369609,Express Visa Services Inc,Express Visa Services Inc,555 Montgomery St Ste 700,San Francisco,CA,94111,1988-04-01T00:00:00.000,2011-10-01T00:00:00.000,,1600 International Dr Ste 600,Mclean,22102,VA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0340040-01-001,0340040,Intermodal Capital Corp,Intermodal Capital Corp,505 Montgomery St Fl 11,San Francisco,CA,94111,1998-01-01T00:00:00.000,2001-12-11T00:00:00.000,,4 Arroyo Dr,Kentfield,94904,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0370514-01-001,0370514,Usl Property Management Inc,Usl Property Management Inc,601 Montgomery St Ste 310,San Francisco,CA,94111,2001-01-01T00:00:00.000,2001-01-01T00:00:00.000,,601 Montgomery St Ste 310,San Francisco,94111,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1154824-07-171,1073537,Sreus Sf LLC,Sreus Sf LLC,600 California St Fl 11,San Francisco,CA,94108,2017-07-01T00:00:00.000,2017-07-01T00:00:00.000,2024-06-30T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2024-06-30T00:00:00.000,
1363885-06-241,1087955,Wj Global Inc.,Wenjing.Com,1231 Stockton St,San Francisco,CA,94133,2018-05-01T00:00:00.000,2021-08-15T00:00:00.000,,548 Clement St Ste,San Francisco,94118,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,Chinatown
1139609-03-171,0392230,A2z Development Usa Inc,"A2z Development, Inc.",475 Sansome St,San Francisco,CA,94111,2005-06-20T00:00:00.000,2017-03-01T00:00:00.000,2019-12-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2019-12-31T00:00:00.000,
1207891-12-181,1006342,Odtu Teknokent Usa LLC,Odtu Teknokent Usa LLC,415 Jackson St Ste B,San Francisco,CA,94102,2014-11-26T00:00:00.000,2018-12-18T00:00:00.000,2020-10-30T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2023-12-31T00:00:00.000,
0375582-01-001,0375582,Us Land Int'l Holdings Inc,Us Land Int'l Holdings Inc,601 Montgomery St Ste 310,San Francisco,CA,94111,2003-01-01T00:00:00.000,2003-01-01T00:00:00.000,,601 Montgomery St Ste 310,San Francisco,94111,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1368763-08-241,1161435,American Water Works Service Company Inc,American Water Works Service Company Inc,555 Montgomery St,San Francisco,CA,94111,2024-08-05T00:00:00.000,2024-08-05T00:00:00.000,,2738 P.O. Box,Camden,08101,NJ,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1117319-09-161,1056415,Hua May Tax Services,Chinese American Associates,739 Washington St Ste 300,San Francisco,CA,94108,2016-09-01T00:00:00.000,2016-09-01T00:00:00.000,2020-05-31T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2020-05-31T00:00:00.000,Chinatown
1361777-05-241,1157980,Wonderland Sweets LLC,Tandy,595 Pacific Ave 4th Fl,San Francisco,CA,94133,2024-01-08T00:00:00.000,2024-01-17T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1011240-11-141,0077021,Abm Industries Inc,Abm Security Services Inc,611 Washington St,San Francisco,CA,94111,1970-10-01T00:00:00.000,2014-01-01T00:00:00.000,2015-10-31T00:00:00.000,14141 Southwest Fwy Ste 477,Sugar Land,77478,TX,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
0370895-03-001,0370895,Wolff George W,George Wolff Attorney,655 Montgomery St Ste 940,San Francisco,CA,94111,1991-01-01T00:00:00.000,1991-01-01T00:00:00.000,2008-01-01T00:00:00.000,Po Box 26749,San Francisco,94126,CA,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,,
1161989-09-171,1076528,2001 Band,2001 Band,899 Washington St Rm 3,San Francisco,CA,94108,2017-02-01T00:00:00.000,2017-02-01T00:00:00.000,2022-06-29T00:00:00.000,,,,,5600-5699,Administrative and Support Services,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,Chinatown
