permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at,filed_date,issued_date,completed_date,revised_cost,unit,fire_only_permit,unit_suffix,structural_notification,site_permit,street_number_suffix,first_construction_document_date
202403087387,8,otc alterations permit,2024-03-08T00:00:00.000,0121,003,1933,Jones,St,"(1) bathroom- demo vanity tile floor, toilet , bathtub and walls. install curbless shower and wall hung toilet . install new tile floor and tile on south and west wall. laundry room-demo vinyl floor , install new toilet, new cabinets and sink",complete,2024-11-08T16:05:12.000,4,4,55000.0,apartments,8.0,apartments,8.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-12T14:30:29.000,in-house,N,Y,3,Russian Hill,94133,"{'type': 'Point', 'coordinates': [-122.41591351, 37.799234087]}",eas_address_point,1689973257300,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T08:27:22.000,2024-03-12T14:44:27.000,2024-11-08T16:05:12.000,55000.0,,,,,,,
202403087405,8,otc alterations permit,2024-03-08T00:00:00.000,0305,003,535,Taylor,St,"unit 203: convert existing living room to bedroom. relocate kitchen, rehabilitate existing bathroom, install w/d.",complete,2024-05-31T12:20:32.000,6,6,60000.0,apartments,41.0,apartments,41.0,2,R-2,R-2,3,constr type 3,3,constr type 3,2024-03-08T12:28:41.000,in-house,N,Y,3,Tenderloin,94102,"{'type': 'Point', 'coordinates': [-122.411887548, 37.787442096]}",eas_address_point,168999167336,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T09:45:27.000,2024-03-08T12:49:06.000,2024-05-31T12:20:32.000,70000.0,,,,,,,
202403087410,8,otc alterations permit,2024-03-08T00:00:00.000,4212,023,1107,Potrero,Av,re-roofing,issued,2024-03-08T11:12:01.000,3,3,20335.0,apartments,3.0,apartments,3.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T11:05:13.000,in-house,N,Y,10,Mission,94110,"{'type': 'Point', 'coordinates': [-122.406089101, 37.754104711]}",eas_address_point,1689996459925,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:15:45.000,2024-03-08T11:12:01.000,,20335.0,,,,,,,
202403087426,8,otc alterations permit,2024-03-08T00:00:00.000,2623,150,4096,17th,St,unit 309; convert a bathtub to showerpan with new shower wall panel.,complete,2024-04-10T10:33:07.000,3,3,6000.0,apartments,39.0,apartments,39.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T11:13:06.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.437239021, 37.762821771]}",eas_address_point,1690013139934,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:58:20.000,2024-03-08T11:28:29.000,2024-04-10T10:33:07.000,6000.0,309,,,,,,
202403087403,8,otc alterations permit,2024-03-08T00:00:00.000,5870,004,108,Congdon,St,"residential renovation of (e) 2 story sfd. 2/f: add bathroom, remove wall between front bedroom/dining wall. center wall relocated so front living room is converted to bedroom seismic structural upgrades.",issued,2024-03-14T10:02:18.000,2,2,82000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-14T09:30:21.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.426375742, 37.730526711]}",eas_address_point,1689989189726,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T09:32:36.000,2024-03-14T10:02:18.000,,90000.0,,,,,,,
202403087389,8,otc alterations permit,2024-03-08T00:00:00.000,0737,001,1055,Ellis,St,"2 smoke detectors, 2 wall horn strobes to be added to provide proper coverage ref pa# 2023-0615-0165",issued,2024-03-08T10:00:43.000,3,3,1500.0,school,,school,,2,E,E,2,constr type 2,2,constr type 2,2024-03-08T09:48:31.000,in-house,N,Y,2,Western Addition,94109,"{'type': 'Point', 'coordinates': [-122.423187693, 37.783286721]}",eas_address_point,1689976373872,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T08:47:01.000,2024-03-08T10:00:43.000,,1500.0,,Y,,,,,
202403087427,8,otc alterations permit,2024-03-08T00:00:00.000,0274,011,880,Bush,St,as built change log to permit 202308315722. corrected floor plan to reflect what is on site.,complete,2024-04-09T16:42:28.000,5,5,3000.0,apartments,16.0,apartments,16.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T13:17:32.000,in-house,N,Y,3,Nob Hill,94108,"{'type': 'Point', 'coordinates': [-122.411775335, 37.790015889]}",eas_address_point,169001466314,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T11:00:50.000,2024-03-08T13:22:21.000,2024-04-09T16:42:28.000,3000.0,,Y,,,,,
202403087484,8,otc alterations permit,2024-03-08T00:00:00.000,0645,016,1561,California,St,repaving at front exterior yard area for abe 201806150689,filed,2024-03-08T15:21:35.000,,,,,,,,2,,,,,,,2024-03-08T15:29:25.000,in-house,N,Y,3,Nob Hill,94109,"{'type': 'Point', 'coordinates': [-122.420005142, 37.790353584]}",eas_address_point,169007477520,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T15:21:35.000,,,,,,,,,,
202403087451,8,otc alterations permit,2024-03-08T00:00:00.000,2673,014,33,Christopher,Dr,replace (3) side windows non street visible. (e) alum (n) wood comp. no size change. < .30 max,complete,2024-06-06T11:58:34.000,2,2,14141.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T13:38:33.000,in-house,N,Y,7,Inner Sunset,94131,"{'type': 'Point', 'coordinates': [-122.455648667, 37.756483546]}",eas_address_point,1690039141329,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T12:43:43.000,2024-03-08T13:52:14.000,2024-06-06T11:58:34.000,14141.0,,,,,,,
202403087379,8,otc alterations permit,2024-03-08T00:00:00.000,1017,028,3698,California,St,"fire only work to remove all alarm initiating devices, except for a pull station and sprinkler system monitor modules, and to add a cellular dialer, no ref permit app since this is for fa work only",issued,2024-03-13T11:00:20.000,7,7,7318.0,hospital,0.0,hospital,0.0,2,B,B,1,constr type 1,1,constr type 1,2024-03-13T10:58:07.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.454672445, 37.786752855]}",eas_address_point,1689965428846,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T07:47:52.000,2024-03-13T11:00:20.000,,7318.0,,Y,,,,,
202403087396,8,otc alterations permit,2024-03-08T00:00:00.000,0150,036,1,Florence,St,to obtain final inspection for work approved under pa# 2018-0507-8374 all work is complete (seismic retrofit/soft story),complete,2024-05-13T14:47:39.000,4,4,1.0,apartments,6.0,apartments,6.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T09:06:44.000,in-house,N,Y,3,Nob Hill,94133,"{'type': 'Point', 'coordinates': [-122.414798039, 37.797067916]}",eas_address_point,168998260705,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T09:02:31.000,2024-03-08T09:18:37.000,2024-05-13T14:47:39.000,1.0,2,,,,,,
202403087436,8,otc alterations permit,2024-03-08T00:00:00.000,4102,015,584,Mississippi,St,revision to pa#202209212887 change to concrete strength in basement.,complete,2024-03-21T11:05:53.000,2,2,1.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T12:27:11.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.394554965, 37.75900225]}",eas_address_point,1690023170719,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T11:35:46.000,2024-03-08T12:30:26.000,2024-03-21T11:05:53.000,1.0,,,,,,,
202403087414,8,otc alterations permit,2024-03-08T00:00:00.000,1009,013,3460,Sacramento,St,to obtain final inspection for work approved under pa# 2021052255365 and 202203301209. all work is complete.,complete,2024-04-04T15:05:17.000,3,3,1.0,apartments,8.0,apartments,8.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T10:32:47.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.44970321, 37.788100196]}",eas_address_point,169000086984,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:31:37.000,2024-03-08T10:40:16.000,2024-04-04T15:05:17.000,1.0,,,,,,,
202403087464,8,otc alterations permit,2024-03-08T00:00:00.000,6565,007A,1448,Church,St,reroofing,issued,2024-03-08T14:34:57.000,2,2,20000.0,apartments,5.0,apartments,5.0,0,"R2,B","R2,B",5,wood frame (5),5,wood frame (5),2024-03-08T14:26:45.000,in-house,N,Y,8,Noe Valley,94131,"{'type': 'Point', 'coordinates': [-122.427340339, 37.747810423]}",eas_address_point,1690049387968,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T13:46:32.000,2024-03-08T14:34:57.000,,20000.0,,,,,,,
202403087481,8,otc alterations permit,2024-03-08T00:00:00.000,1209,014,1752,Fell,St,to obtain final inspection for work approved under pa# 202210184549. all work is complete,complete,2024-06-05T07:19:54.000,3,3,1.0,apartments,5.0,apartments,5.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T15:18:24.000,in-house,N,,5,Lone Mountain/USF,94117,"{'type': 'Point', 'coordinates': [-122.44687281, 37.77317027]}",eas_address_point,1690070260584,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T15:05:18.000,2024-03-08T15:25:09.000,2024-06-05T07:19:54.000,1.0,,,,,,,
202403087470,8,otc alterations permit,2024-03-08T00:00:00.000,6520,039,3111,24th,St,"at airwell on the east side of the building. dry rot repairs to existing roof at bottom of airwell. install new plywood decking, roofing material, and drain. reconfigure or re-route plumbing and electrical as needed. work being completed to comply with nov 202185816.",complete,2024-03-21T11:30:33.000,2,2,10000.0,apartments,3.0,apartments,3.0,0,"B,R-2","B,R-2",5,wood frame (5),5,wood frame (5),2024-03-08T15:11:36.000,in-house,N,Y,9,Mission,94110,"{'type': 'Point', 'coordinates': [-122.41444715, 37.752250897]}",eas_address_point,1690057251732,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T14:17:49.000,2024-03-08T15:13:38.000,2024-03-21T11:30:33.000,10000.0,,,,,,,
202403087447,8,otc alterations permit,2024-03-08T00:00:00.000,4711,120,8,Richards,Cr,replace (1) side entry door non street visible - (e) wood (n) steel. no size change.,complete,2024-04-24T12:28:51.000,3,3,8145.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T13:47:36.000,in-house,N,Y,10,Bayview Hunters Point,94124,"{'type': 'Point', 'coordinates': [-122.385934847, 37.735492689]}",eas_address_point,1690035174333,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T12:41:01.000,2024-03-08T13:52:29.000,2024-04-24T12:28:51.000,8145.0,,,,,,,
202403087440,8,otc alterations permit,2024-03-08T00:00:00.000,2936A,002,98,Rockaway,Av,replace (3) windows with retrofit fiberglass windows. not street visible. u factor less than or equal to 0.30.,complete,2024-06-05T12:46:11.000,3,3,11000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T13:20:14.000,in-house,N,Y,7,West of Twin Peaks,94127,"{'type': 'Point', 'coordinates': [-122.459029786, 37.743897216]}",eas_address_point,1690028147515,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T12:10:28.000,2024-03-08T13:25:39.000,2024-06-05T12:46:11.000,11000.0,,,,,,,
202403087418,8,otc alterations permit,2024-03-08T00:00:00.000,2659,061,285,Corbett,Av,reroofing,complete,2024-03-19T09:17:14.000,3,3,5000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,4,constr type 4,4,constr type 4,2024-03-08T10:59:01.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.444096493, 37.760804173]}",eas_address_point,1690004455881,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:40:45.000,2024-03-08T11:06:35.000,2024-03-19T09:17:14.000,5000.0,,,,,,,
202403087411,8,otc alterations permit,2024-03-08T00:00:00.000,3984,018,133,Connecticut,St,"replace (1) patio door street facing. (e) vinyl, (n) fiberglass clad wood. no size change <.30 max",complete,2024-05-17T11:22:18.000,3,3,13966.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T11:33:43.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.397359932, 37.764416212]}",eas_address_point,1689997451375,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:18:07.000,2024-03-08T11:38:16.000,2024-05-17T11:22:18.000,13966.0,0,,,,,,
202403087460,8,otc alterations permit,2024-03-08T00:00:00.000,0288,027,130,Sutter,St,"main lobby: minor remodel. new entry doors, lighting and finishes. electrical and any title 24 under separate permit.",withdrawn,2024-05-15T13:30:08.000,7,7,20000.0,office,,office,,2,"B,M","B,M",1,constr type 1,1,constr type 1,2024-05-15T13:29:54.000,in-house,N,Y,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.40286333, 37.790087368]}",eas_address_point,1690045502572,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T13:28:33.000,,,0.0,,,,,,,
202403087478,8,otc alterations permit,2024-03-08T00:00:00.000,1209,014,1748,Fell,St,to obtain final inspection for work approved under pa#202105130312 & 202208039814.,complete,2024-06-03T15:00:49.000,3,3,1.0,apartments,5.0,apartments,5.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T14:58:18.000,in-house,N,Y,5,Lone Mountain/USF,94117,"{'type': 'Point', 'coordinates': [-122.44687281, 37.77317027]}",eas_address_point,1690065410400,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T14:54:43.000,2024-03-08T15:24:53.000,2024-06-03T15:00:49.000,1.0,0,,,,,,
202403087406,8,otc alterations permit,2024-03-08T00:00:00.000,1689,045,810,47th,Av,re-roofing.,complete,2024-03-19T13:16:53.000,2,2,9000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T10:40:26.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.507582732, 37.773090112]}",eas_address_point,1689992110410,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T09:46:52.000,2024-03-08T10:47:55.000,2024-03-19T13:16:53.000,9000.0,,,,,,,
202403087475,8,otc alterations permit,2024-03-08T00:00:00.000,1897,024,4000,Moraga,St,"to comply with nov 202316678. 1/f: legalize habitable area: bedroom, bathroom and utility room. 2/f: legalize kitchen window replacement. rear yard/exterior: remove non-complying shed and relocate mechanical heat pumps.",complete,2024-06-28T10:40:01.000,2,2,40000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-14T10:49:39.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.50578633, 37.754964423]}",eas_address_point,1690062119371,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T14:36:58.000,2024-03-14T10:52:18.000,2024-06-28T10:40:01.000,100000.0,,,,,,,
202403087443,8,otc alterations permit,2024-03-08T00:00:00.000,1520,051,556,25th,Av,revision to pa#202110281328. new windows will be milgard fiberglass and 8 casement windows and 4 picture windows. no bedrooms in scope. maintain 4% vent.,complete,2024-09-13T12:01:22.000,4,4,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T14:48:41.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.484492509, 37.779000719]}",eas_address_point,1690031501697,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T12:26:45.000,2024-03-08T14:48:49.000,2024-09-13T12:01:22.000,1.0,,,,,,,
202403087391,8,otc alterations permit,2024-03-08T00:00:00.000,1632,023,660,Funston,Av,replace (5) front windows - street facing. (e) vinyl (n) alum clad wood. no size change. < .30 max,complete,2024-08-05T11:00:03.000,3,3,33033.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-08T09:47:07.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.471253742, 37.775801001]}",eas_address_point,1689977453724,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T08:48:42.000,2024-03-08T09:50:54.000,2024-08-05T11:00:03.000,33033.0,0,,,,,,
202403087382,8,otc alterations permit,2024-03-08T00:00:00.000,3005D,009,472,Hazelwood,Av,replace (1) side window not street visable same size- no size change <.30,issued,2024-03-22T08:06:05.000,2,2,13821.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-22T07:59:11.000,in-house,N,Y,7,West of Twin Peaks,94127,"{'type': 'Point', 'coordinates': [-122.458619857, 37.734798013]}",eas_address_point,1689969149904,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T07:58:20.000,2024-03-22T08:06:05.000,,13821.0,,,,,,,
202403087421,8,otc alterations permit,2024-03-08T00:00:00.000,0155,059,1304,Pacific,Av,repair and replace siding on west wall in kind siding is currently 4x8 plywood painted approx 500 sf work not facing the street approx 500sqft,complete,2024-03-28T12:50:32.000,3,3,15000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,"R-3,B","R-3,B",5,wood frame (5),5,wood frame (5),2024-03-08T11:13:28.000,in-house,N,Y,3,Russian Hill,94109,"{'type': 'Point', 'coordinates': [-122.416827724, 37.795801873]}",eas_address_point,1690010467848,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T10:47:53.000,2024-03-08T11:15:55.000,2024-03-28T12:50:32.000,15000.0,0,,,,,,
202403087488,8,otc alterations permit,2024-03-08T00:00:00.000,0994,005,3636,Clay,St,"revise pa#'s 202307061612 and 202312192794: to repair east property line windows, replace 3rd floor exterior door, add mechanical well at front yard and replace exterior service stair.",issued,2024-04-01T14:19:25.000,3,3,80000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-01T14:17:43.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.452861484, 37.788617077]}",eas_address_point,169007986358,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T15:43:50.000,2024-04-01T14:19:25.000,,80000.0,,,,,,,
202403087448,8,otc alterations permit,2024-03-08T00:00:00.000,0596,033,1545,Pacific,Av,chang of use. interior t.i. of 2 extg ada bathrooms. update sinks and toilets and replace clg light fixture and paint. replace mirrors and door hardware. provide all gender signage on each single occupant restroom. no moving of extg fixture locations. paint front facade. install sales counter.,complete,2024-08-21T08:44:23.000,2,2,15500.0,retail sales,0.0,retail sales,0.0,2,"M,B","M,B",3,constr type 3,3,constr type 3,2024-03-18T15:00:07.000,in-house,N,Y,3,Russian Hill,94109,"{'type': 'Point', 'coordinates': [-122.420672184, 37.794867851]}",eas_address_point,169003875886,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T12:41:03.000,2024-03-18T15:07:05.000,2024-08-21T08:44:23.000,15500.0,,,,,,,
202403087457,8,otc alterations permit,2024-03-08T00:00:00.000,1237,001,295,Divisadero,St,"install general ventilation system, remodel kitchen & bar.",complete,2024-10-25T09:37:29.000,3,3,150000.0,food/beverage hndlng,4.0,food/beverage hndlng,4.0,2,"B,R-2","B,R-2",5,wood frame (5),5,wood frame (5),2024-03-20T10:44:03.000,in-house,N,Y,5,Haight Ashbury,94117,"{'type': 'Point', 'coordinates': [-122.437515764, 37.772027583]}",eas_address_point,16900421421,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T13:05:07.000,2024-03-20T10:47:03.000,2024-10-25T09:37:29.000,168500.0,,,,,,,
202403087428,8,otc alterations permit,2024-03-08T00:00:00.000,3562,001,2300,Market,St,to obtain final inspection for work approved under pa# 202207229075 & 201709117574. all work is complete.,complete,2024-03-11T14:02:56.000,4,4,1.0,apartments,33.0,apartments,33.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-08T11:10:57.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.433797061, 37.76399239]}",eas_address_point,1690016158743,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-08T11:07:01.000,2024-03-08T11:28:59.000,2024-03-11T14:02:56.000,1.0,,,,,,,
